fighter,stance,win_loss_ratio,average_rounds,average_time_seconds,most_common_method,height_inches,weight_lbs,height_meters,weight_kg,past_fights
Jay Hieron,Orthodox,1.0,2.25,183.0,U-DEC,72.0,170.0,1.83,77.11,"[{'wl': 'loss', 'opponent': 'Tyron Woodley', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '0:36'}, {'wl': 'loss', 'opponent': 'Jake Ellenberger', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Joe Riggs', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Jesse Taylor', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Jason High', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '1:04'}, {'wl': 'loss', 'opponent': 'Jonathan Goulet', 'method': 'KO/TKO', 'round': '3', 'time': '1:05'}, {'wl': 'win', 'opponent': 'Adam Lynn', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Georges St-Pierre', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '1:42'}]"
Brady Hiestand,Orthodox,3.0,3.0,243.0,S-DEC,68.0,135.0,1.73,61.23,"[{'wl': 'win', 'opponent': 'Garrett Armfield', 'method': 'SUB\n \n\n\n Rear Naked Choke', 'round': '3', 'time': '1:52'}, {'wl': 'win', 'opponent': 'Batgerel Danaa', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '3', 'time': '4:21'}, {'wl': 'win', 'opponent': 'Fernie Garcia', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Ricky Turcios', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}]"
Lee Higgins,,0.0,3.0,281.0,SUB Rear Naked Choke,,155.0,,70.31,"[{'wl': 'loss', 'opponent': 'Ryan Couture', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '3', 'time': '4:41'}]"
Jason High,Southpaw,1.6,1.9230769230769231,190.0,U-DEC,68.0,155.0,1.73,70.31,"[{'wl': 'loss', 'opponent': 'Rafael Dos Anjos', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '2', 'time': '3:36'}, {'wl': 'win', 'opponent': 'Anthony Lapsley', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'James Head', 'method': 'SUB\n \n \n\n Guillotine Choke', 'round': '1', 'time': '1:41'}, {'wl': 'loss', 'opponent': 'Erick Silva', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '1:11'}, {'wl': 'win', 'opponent': 'Nate Moore', 'method': 'SUB\n \n \n\n Guillotine Choke', 'round': '1', 'time': '0:26'}, {'wl': 'win', 'opponent': 'Todd Moore', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Quinn Mulhern', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Hayato Sakurai', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Charlie Brenneman', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Marius Zaromskis', 'method': 'KO/TKO\n \n \n\n Kick', 'round': '1', 'time': '2:22'}, {'wl': 'win', 'opponent': 'Andre Galvao', 'method': 'S-DEC', 'round': '2', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Yuya Shirai', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '0:59'}, {'wl': 'loss', 'opponent': 'Jay Hieron', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '1:04'}]"
Richie Hightower,Orthodox,0.0,1.0,260.0,KO/TKO Punch,68.0,170.0,1.73,77.11,"[{'wl': 'loss', 'opponent': 'Troy Mandaloniz', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '4:20'}]"
Alex Higley,,,,,,70.0,145.0,1.78,65.77,[]
Corey Hill,Orthodox,0.5,2.0,98.0,KO/TKO Punches,76.0,155.0,1.93,70.31,"[{'wl': 'loss', 'opponent': 'Dale Hartt', 'method': 'KO/TKO', 'round': '2', 'time': '0:20'}, {'wl': 'loss', 'opponent': 'Justin Buchholz', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '3:57'}, {'wl': 'win', 'opponent': 'Joe Veres', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '0:37'}]"
Isaiah Hill,,0.5,1.0,132.0,SUB Keylock,70.0,155.0,1.78,70.31,"[{'wl': 'win', 'opponent': 'Bobby Stack', 'method': 'SUB\n \n \n\n Triangle Choke', 'round': '1', 'time': '1:02'}, {'wl': 'loss', 'opponent': 'Alexander Trevino', 'method': 'SUB\n \n \n\n Keylock', 'round': '1', 'time': '3:56'}, {'wl': 'loss', 'opponent': 'Billy Evangelista', 'method': 'KO/TKO', 'round': '1', 'time': '1:39'}]"
Angela Hill,Orthodox,0.9230769230769232,2.92,282.0,U-DEC,63.0,115.0,1.6,52.16,"[{'wl': 'win', 'opponent': 'Luana Pinheiro', 'method': 'SUB\n \n\n\n Guillotine Choke', 'round': '2', 'time': '4:12'}, {'wl': 'win', 'opponent': 'Denise Gomes', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Mackenzie Dern', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Emily Ducote', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Loopy Godinez', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Virna Jandiroba', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Amanda Lemos', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Tecia Pennington', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Ashley Yoder', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Michelle Waterson-Gomez', 'method': 'S-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Claudia Gadelha', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Loma Lookboonmee', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Hannah Cifers', 'method': 'KO/TKO\n \n \n\n Elbows', 'round': '2', 'time': '4:26'}, {'wl': 'win', 'opponent': 'Ariane Carnelossi', 'method': 'KO/TKO\n \n \n\n Elbow', 'round': '3', 'time': '1:56'}, {'wl': 'loss', 'opponent': 'Yan Xiaonan', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Jodie Esquibel', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Randa Markos', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '4:24'}, {'wl': 'loss', 'opponent': 'Cortney Casey', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Maryna Moroz', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Nina Nunes', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Ashley Yoder', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Jessica Andrade', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Rose Namajunas', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '2:47'}, {'wl': 'loss', 'opponent': 'Tecia Pennington', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Emily Kagan', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Tyler Hill,Switch,0.0,2.0,128.0,KO/TKO Punch,75.0,170.0,1.91,77.11,"[{'wl': 'loss', 'opponent': 'Dwight Grant', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '2', 'time': '2:08'}]"
Jamahal Hill,Southpaw,3.5,2.333333333333333,209.0,KO/TKO Punches,76.0,205.0,1.93,92.99,"[{'wl': 'loss', 'opponent': 'Alex Pereira', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '3:14'}, {'wl': 'win', 'opponent': 'Glover Teixeira', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Thiago Santos', 'method': 'KO/TKO\n \n\n\n Elbows', 'round': '4', 'time': '2:31'}, {'wl': 'win', 'opponent': 'Johnny Walker', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '1', 'time': '2:55'}, {'wl': 'win', 'opponent': 'Jimmy Crute', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '1', 'time': '0:48'}, {'wl': 'loss', 'opponent': 'Paul Craig', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '1:59'}, {'wl': 'win', 'opponent': 'Ovince Saint Preux', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '3:37'}, {'wl': 'nc', 'opponent': 'Klidson Abreu', 'method': 'Overturned\n \n \n\n Knee', 'round': '1', 'time': '1:51'}, {'wl': 'win', 'opponent': 'Darko Stosic', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Alexander Poppeck', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '4:29'}]"
Kailan Hill,Southpaw,0.0,3.0,300.0,U-DEC,73.0,185.0,1.85,83.91,"[{'wl': 'loss', 'opponent': 'Impa Kasanganay', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Branden Lee Hinkle,Orthodox,0.5,1.0,276.0,KO/TKO Punches,75.0,235.0,1.91,106.59,"[{'wl': 'loss', 'opponent': 'Jason Lambert', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Jeff Monson', 'method': 'SUB\n \n \n\n North-South Choke', 'round': '1', 'time': '4:35'}, {'wl': 'win', 'opponent': 'Sean Gannon', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '4:14'}]"
Hatsu Hioki,Orthodox,0.8,2.6666666666666665,291.0,U-DEC,71.0,145.0,1.8,65.77,"[{'wl': 'loss', 'opponent': 'Dan Hooker', 'method': 'KO/TKO\n \n\n\n Kick', 'round': '2', 'time': '4:13'}, {'wl': 'loss', 'opponent': 'Charles Oliveira', 'method': 'SUB\n \n \n\n Anaconda Choke', 'round': '2', 'time': '4:32'}, {'wl': 'win', 'opponent': 'Ivan Menjivar', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Darren Elkins', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Clay Guida', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Ricardo Lamas', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Bart Palaszewski', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'George Roop', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Jeff Curran', 'method': 'U-DEC', 'round': '2', 'time': '5:00'}]"
Alan Hiro,Orthodox,,,,,65.0,135.0,1.65,61.23,[]
Kuniyoshi Hironaka,Orthodox,0.5,1.7777777777777777,258.0,KO/TKO,70.0,168.0,1.78,76.2,"[{'wl': 'loss', 'opponent': 'Katsunori Kikuno', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '1:26'}, {'wl': 'win', 'opponent': 'Won Sik Park', 'method': 'KO/TKO', 'round': '1', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Hayato Sakurai', 'method': 'U-DEC', 'round': '2', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Motoki Miyazawa', 'method': 'KO/TKO', 'round': '1', 'time': '8:57'}, {'wl': 'loss', 'opponent': 'Jonathan Goulet', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '2', 'time': '2:07'}, {'wl': 'loss', 'opponent': 'Thiago Alves', 'method': 'KO/TKO\n \n \n\n Knee', 'round': '2', 'time': '4:04'}, {'wl': 'win', 'opponent': 'Forrest Petz', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Jon Fitch', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Shinya Aoki', 'method': 'KO/TKO', 'round': '1', 'time': '2:10'}]"
Mizuto Hirota,Orthodox,0.1428571428571428,3.125,309.0,U-DEC,67.0,155.0,1.7,70.31,"[{'wl': 'loss', 'opponent': 'Christos Giagos', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Ross Pearson', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Alexander Volkanovski', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Cole Miller', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'draw', 'opponent': 'Teruto Ishihara', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Rodrigo Damm', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Rani Yahya', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Pat Healy', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Shinya Aoki', 'method': 'SUB\n \n \n\n Other - Lock', 'round': '1', 'time': '1:17'}]"
Yuji Hisamatsu,,,,,,70.0,185.0,1.78,83.91,[]
Kwan Ho Kwak,Switch,0.0,2.0,274.0,KO/TKO Punches,65.0,135.0,1.65,61.23,"[{'wl': 'loss', 'opponent': 'Russell Doane', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '4:09'}, {'wl': 'loss', 'opponent': 'Brett Johns', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Matt Hobar,Southpaw,0.5,2.333333333333333,255.0,U-DEC,70.0,135.0,1.78,61.23,"[{'wl': 'loss', 'opponent': 'Sergio Pettis', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Aaron Phillips', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Pedro Munhoz', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '2:47'}]"
Bobby Hoffman,Orthodox,0.0,3.0,386.0,Overturned,74.0,245.0,1.88,111.13,"[{'wl': 'loss', 'opponent': 'Josh Barnett', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '4:25'}, {'wl': 'nc', 'opponent': 'Mark Robinson', 'method': 'Overturned', 'round': '1', 'time': '3:27'}, {'wl': 'loss', 'opponent': 'Maurice Smith', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}]"
Sam Hoger,Orthodox,0.6666666666666666,2.8,265.0,U-DEC,74.0,205.0,1.88,92.99,"[{'wl': 'loss', 'opponent': 'Lyoto Machida', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Rashad Evans', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Jeff Newton', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '2:05'}, {'wl': 'loss', 'opponent': 'Stephan Bonnar', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Bobby Southworth', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Andrew Holbrook,Southpaw,0.6666666666666666,1.8,184.0,S-DEC,71.0,155.0,1.8,70.31,"[{'wl': 'loss', 'opponent': 'Thibault Gouti', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '4:28'}, {'wl': 'loss', 'opponent': 'Gregor Gillespie', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '0:21'}, {'wl': 'win', 'opponent': 'Jake Matthews', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Joaquim Silva', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '0:34'}, {'wl': 'win', 'opponent': 'Ramsey Nijem', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}]"
Sean Holden,,,,,,70.0,170.0,1.78,77.11,[]
Chris Holdsworth,,,2.5,215.0,SUB Rear Naked Choke,71.0,135.0,1.8,61.23,"[{'wl': 'win', 'opponent': 'Chico Camus', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Davey Grant', 'method': 'SUB\n \n\n\n Rear Naked Choke', 'round': '2', 'time': '2:10'}]"
Kevin Holland,Orthodox,,,,,75.0,185.0,1.91,83.91,[]
Roger Hollett,Orthodox,0.0,3.0,300.0,U-DEC,71.0,205.0,1.8,92.99,"[{'wl': 'loss', 'opponent': 'Fabio Maldonado', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Matt Hamill', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Max Holloway,Orthodox,3.142857142857143,3.3793103448275863,261.0,U-DEC,71.0,145.0,1.8,65.77,"[{'wl': 'win', 'opponent': 'Justin Gaethje', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '5', 'time': '4:59'}, {'wl': 'win', 'opponent': 'Chan Sung Jung', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '3', 'time': '0:23'}, {'wl': 'win', 'opponent': 'Arnold Allen', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Alexander Volkanovski', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Yair Rodriguez', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Calvin Kattar', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Alexander Volkanovski', 'method': 'S-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Alexander Volkanovski', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Frankie Edgar', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Dustin Poirier', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Brian Ortega', 'method': 'KO/TKO', 'round': '4', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Jose Aldo', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '3', 'time': '4:51'}, {'wl': 'win', 'opponent': 'Jose Aldo', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '3', 'time': '4:13'}, {'wl': 'win', 'opponent': 'Anthony Pettis', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '3', 'time': '4:50'}, {'wl': 'win', 'opponent': 'Ricardo Lamas', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Jeremy Stephens', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Charles Oliveira', 'method': 'KO/TKO', 'round': '1', 'time': '1:39'}, {'wl': 'win', 'opponent': 'Cub Swanson', 'method': 'SUB\n \n\n\n Guillotine Choke', 'round': '3', 'time': '3:58'}, {'wl': 'win', 'opponent': 'Cole Miller', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Akira Corassani', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '1', 'time': '3:11'}, {'wl': 'win', 'opponent': 'Clay Collard', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '3', 'time': '3:47'}, {'wl': 'win', 'opponent': 'Andre Fili', 'method': 'SUB\n \n \n\n Guillotine Choke', 'round': '3', 'time': '3:39'}, {'wl': 'win', 'opponent': 'Will Chope', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '2', 'time': '2:27'}, {'wl': 'loss', 'opponent': 'Conor McGregor', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Dennis Bermudez', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Leonard Garcia', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Justin Lawrence', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '2', 'time': '4:49'}, {'wl': 'win', 'opponent': 'Pat Schilling', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Dustin Poirier', 'method': 'SUB\n \n \n\n Triangle Armbar', 'round': '1', 'time': '3:23'}]"
Gabrielle Holloway,,,,,,63.0,145.0,1.6,65.77,[]
Jeremie Holloway,,,,,,72.0,170.0,1.83,77.11,[]
Holly Holm,Southpaw,1.1428571428571428,3.6666666666666665,248.0,U-DEC,68.0,135.0,1.73,61.23,"[{'wl': 'loss', 'opponent': 'Kayla Harrison', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '1:47'}, {'wl': 'nc', 'opponent': 'Mayra Bueno Silva', 'method': 'Overturned\n \n \n\n Guillotine Choke', 'round': '2', 'time': '0:38'}, {'wl': 'win', 'opponent': 'Yana Santos', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Ketlen Vieira', 'method': 'S-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Irene Aldana', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Raquel Pennington', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Amanda Nunes', 'method': 'KO/TKO\n \n \n\n Kick', 'round': '1', 'time': '4:10'}, {'wl': 'win', 'opponent': 'Megan Anderson', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Cristiane Justino', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Bethe Correia', 'method': 'KO/TKO\n \n\n\n Kick', 'round': '3', 'time': '1:09'}, {'wl': 'loss', 'opponent': 'Germaine de Randamie', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Valentina Shevchenko', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Miesha Tate', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '5', 'time': '3:30'}, {'wl': 'win', 'opponent': 'Ronda Rousey', 'method': 'KO/TKO\n \n\n\n Kick', 'round': '2', 'time': '0:59'}, {'wl': 'win', 'opponent': 'Marion Reneau', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Raquel Pennington', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}]"
Rex Holman,Southpaw,0.0,1.0,240.0,KO/TKO Punches,75.0,205.0,1.91,92.99,"[{'wl': 'loss', 'opponent': 'Matt Hamill', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '4:00'}]"
Joseph Holmes,Orthodox,0.6666666666666666,2.0,183.0,SUB Rear Naked Choke,76.0,185.0,1.93,83.91,"[{'wl': 'loss', 'opponent': 'Claudio Ribeiro', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '3:21'}, {'wl': 'loss', 'opponent': 'JunYong Park', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '3:04'}, {'wl': 'win', 'opponent': 'Alen Amedovski', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '1:04'}, {'wl': 'loss', 'opponent': 'Jamie Pickett', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Shonte Barnes', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '2:46'}]"
Kurt Holobaugh,Orthodox,0.1666666666666666,2.7142857142857144,251.0,U-DEC,71.0,155.0,1.8,70.31,"[{'wl': 'loss', 'opponent': 'Trey Ogden', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Austin Hubbard', 'method': 'SUB\n \n \n\n Triangle Choke', 'round': '2', 'time': '2:39'}, {'wl': 'loss', 'opponent': 'Thiago Moises', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Shane Burgos', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '2:11'}, {'wl': 'loss', 'opponent': 'Raoni Barcelos', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '3', 'time': '1:29'}, {'wl': 'nc', 'opponent': 'Matt Bessette', 'method': 'Overturned\n \n \n\n Punches', 'round': '1', 'time': '2:59'}, {'wl': 'loss', 'opponent': 'Steven Siler', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Pat Healy', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Paddy Holohan,Orthodox,1.5,2.4,267.0,U-DEC,70.0,125.0,1.78,56.7,"[{'wl': 'loss', 'opponent': 'Louis Smolka', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '4:09'}, {'wl': 'win', 'opponent': 'Vaughan Lee', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Shane Howell', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Chris Kelades', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Josh Sampo', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '3:06'}]"
Ben Holscher,,,2.0,233.0,SUB Rear Naked Choke,71.0,155.0,1.8,70.31,"[{'wl': 'win', 'opponent': 'Jonny Goh', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Cody Canterbury', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '2:47'}]"
Mark Holst,Orthodox,0.0,2.0,292.0,SUB Triangle Choke,72.0,155.0,1.83,70.31,"[{'wl': 'loss', 'opponent': 'Paul Sass', 'method': 'SUB\n \n \n\n Triangle Choke', 'round': '1', 'time': '4:45'}, {'wl': 'loss', 'opponent': 'John Gunderson', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
